1 sk1 243 131 0
1 sk2 634 435 0
1 sk3 391 404 0
1 sk4 426 601 0
1 sk5 586 297 0
1 sk6 274 185 0
1 sk7 283 339 0
1 sk8 450 161 0
1 sk9 26 382 0
1 sk10 321 484 0
1 sk11 425 2 0
1 sk12 283 455 0
1 sk13 608 386 0
1 sk14 591 361 0
1 sk15 121 266 0
1 sk16 384 492 0
1 sk17 136 298 0
1 sk18 586 35 0
1 sk19 610 130 0
1 sk20 544 449 0
1 sk21 474 96 0
1 sk22 447 312 0
1 sk23 420 434 0
1 sk24 353 499 0
1 sk25 454 510 0
1 sk26 353 82 0
1 sk27 518 564 0
1 sk28 47 509 0
1 sk29 341 263 0
1 sk30 216 583 0
1 sk31 613 430 0
1 sk32 238 405 0
1 sk33 178 625 0
1 sk34 89 492 0
1 sk35 596 318 0
1 sk36 392 154 0
1 sk37 549 124 0
1 sk38 518 107 0
1 sk39 351 276 0
1 sk40 88 589 0
1 sk41 610 286 0
1 sk42 631 362 0
1 sk43 538 603 0
1 sk44 360 388 0
1 sk45 624 111 0
1 sk46 22 187 0
1 sk47 157 615 0
1 sk48 545 377 0
1 sk49 480 492 0
1 sk50 449 390 0
1 sk51 642 20 0
1 sk52 105 385 0
1 sk53 518 408 0
1 sk54 473 427 0
1 sk55 442 532 0
1 sk56 62 580 0
1 sk57 646 151 0
1 sk58 10 104 0
1 sk59 250 325 0
1 sk60 175 94 0
1 sk61 210 159 0
1 sk62 409 147 0
1 sk63 394 268 0
1 sk64 281 235 0
1 sk65 393 33 0
1 sk66 472 373 0
1 sk67 98 183 0
1 sk68 52 615 0
1 sk69 288 290 0
1 sk70 490 42 0
1 sk71 477 418 0
1 sk72 408 112 0
1 sk73 177 16 0
1 sk74 262 165 0
1 sk75 281 260 0
1 sk76 647 290 0
1 sk77 358 43 0
1 sk78 3 295 0
1 sk79 394 336 0
1 sk80 211 25 0
1 sk81 135 342 0
1 sk82 173 349 0
1 sk83 199 514 0
1 sk84 278 558 0
1 sk85 416 640 0
1 sk86 307 568 0
1 sk87 157 73 0
1 sk88 2 272 0
1 sk89 12 493 0
1 sk90 624 583 0
1 sk91 95 368 0
1 sk92 438 636 0
1 sk93 272 165 0
1 sk94 450 10 0
1 sk95 645 170 0
1 sk96 62 418 0
1 sk97 580 409 0
1 sk98 483 47 0
1 sk99 139 428 0
1 sk100 578 119 0
2 sk1 443 527 0
2 sk2 463 256 0
2 sk3 34 321 0
2 sk4 368 642 0
2 sk5 181 556 0
2 sk6 156 240 0
2 sk7 76 45 0
2 sk8 512 5 0
2 sk9 18 96 0
2 sk10 369 69 0
2 sk11 34 178 0
2 sk12 38 286 0
2 sk13 346 550 0
2 sk14 308 368 0
2 sk15 238 264 0
2 sk16 220 227 0
2 sk17 465 616 0
2 sk18 554 372 0
2 sk19 572 69 0
2 sk20 98 11 0
2 sk21 142 172 0
2 sk22 555 332 0
2 sk23 113 499 0
2 sk24 318 585 0
2 sk25 649 279 0
2 sk26 212 643 0
2 sk27 354 422 0
2 sk28 431 104 0
2 sk29 377 499 0
2 sk30 514 135 0
2 sk31 573 355 0
2 sk32 471 642 0
2 sk33 420 167 0
2 sk34 215 30 0
2 sk35 647 391 0
2 sk36 602 300 0
2 sk37 441 562 0
2 sk38 65 562 0
2 sk39 433 77 0
2 sk40 367 601 0
2 sk41 538 363 0
2 sk42 337 282 0
2 sk43 582 88 0
2 sk44 1 426 0
2 sk45 466 512 0
2 sk46 298 553 0
2 sk47 110 570 0
2 sk48 228 530 0
2 sk49 645 185 0
2 sk50 647 219 0
2 sk51 329 255 0
2 sk52 94 200 0
2 sk53 468 8 0
2 sk54 192 154 0
2 sk55 553 58 0
2 sk56 557 308 0
2 sk57 0 571 0
2 sk58 183 394 0
2 sk59 621 7 0
2 sk60 589 584 0
2 sk61 536 67 0
2 sk62 644 471 0
2 sk63 8 51 0
2 sk64 210 58 0
2 sk65 217 455 0
2 sk66 301 117 0
2 sk67 109 354 0
2 sk68 418 437 0
2 sk69 115 140 0
2 sk70 70 562 0
2 sk71 492 59 0
2 sk72 289 276 0
2 sk73 201 538 0
2 sk74 221 346 0
2 sk75 501 642 0
2 sk76 227 552 0
2 sk77 353 55 0
2 sk78 352 609 0
2 sk79 577 645 0
2 sk80 605 530 0
2 sk81 394 361 0
2 sk82 469 273 0
2 sk83 204 323 0
2 sk84 316 20 0
2 sk85 237 329 0
2 sk86 423 444 0
2 sk87 257 403 0
2 sk88 59 535 0
2 sk89 487 32 0
2 sk90 317 552 0
2 sk91 235 33 0
2 sk92 440 646 0
2 sk93 210 579 0
2 sk94 447 527 0
2 sk95 635 141 0
2 sk96 86 402 0
2 sk97 526 502 0
2 sk98 402 15 0
2 sk99 8 372 0
2 sk100 591 98 0
3 sk1 98 468 0
3 sk2 91 430 0
3 sk3 160 530 0
3 sk4 154 324 0
3 sk5 508 472 0
3 sk6 486 584 0
3 sk7 318 594 0
3 sk8 18 415 0
3 sk9 298 361 0
3 sk10 267 302 0
3 sk11 196 566 0
3 sk12 173 253 0
3 sk13 266 600 0
3 sk14 562 571 0
3 sk15 247 584 0
3 sk16 419 561 0
3 sk17 378 355 0
3 sk18 618 41 0
3 sk19 64 617 0
3 sk20 162 614 0
3 sk21 356 371 0
3 sk22 516 479 0
3 sk23 137 150 0
3 sk24 451 107 0
3 sk25 223 443 0
3 sk26 621 245 0
3 sk27 255 177 0
3 sk28 239 70 0
3 sk29 200 281 0
3 sk30 75 455 0
3 sk31 28 39 0
3 sk32 483 426 0
3 sk33 214 79 0
3 sk34 639 12 0
3 sk35 274 186 0
3 sk36 604 393 0
3 sk37 382 251 0
3 sk38 153 294 0
3 sk39 418 204 0
3 sk40 213 463 0
3 sk41 541 320 0
3 sk42 324 411 0
3 sk43 533 71 0
3 sk44 409 428 0
3 sk45 170 431 0
3 sk46 517 217 0
3 sk47 248 411 0
3 sk48 333 458 0
3 sk49 222 107 0
3 sk50 158 192 0
3 sk51 165 81 0
3 sk52 348 431 0
3 sk53 636 638 0
3 sk54 278 480 0
3 sk55 142 459 0
3 sk56 371 483 0
3 sk57 146 317 0
3 sk58 89 2 0
3 sk59 617 24 0
3 sk60 278 559 0
3 sk61 369 106 0
3 sk62 440 110 0
3 sk63 281 561 0
3 sk64 434 231 0
3 sk65 303 457 0
3 sk66 343 19 0
3 sk67 260 341 0
3 sk68 193 417 0
3 sk69 267 402 0
3 sk70 210 140 0
3 sk71 34 610 0
3 sk72 602 218 0
3 sk73 296 103 0
3 sk74 44 580 0
3 sk75 145 493 0
3 sk76 160 528 0
3 sk77 237 516 0
3 sk78 262 218 0
3 sk79 630 10 0
3 sk80 445 24 0
3 sk81 147 162 0
3 sk82 99 20 0
3 sk83 498 432 0
3 sk84 188 188 0
3 sk85 139 189 0
3 sk86 46 106 0
3 sk87 177 445 0
3 sk88 554 547 0
3 sk89 477 215 0
3 sk90 528 116 0
3 sk91 283 437 0
3 sk92 429 115 0
3 sk93 466 523 0
3 sk94 329 113 0
3 sk95 319 301 0
3 sk96 518 414 0
3 sk97 644 400 0
3 sk98 493 399 0
3 sk99 29 446 0
3 sk100 233 266 0
4 sk1 523 119 0
4 sk2 237 356 0
4 sk3 535 619 0
4 sk4 122 461 0
4 sk5 289 143 0
4 sk6 402 324 0
4 sk7 508 163 0
4 sk8 602 576 0
4 sk9 600 226 0
4 sk10 245 545 0
4 sk11 191 594 0
4 sk12 397 515 0
4 sk13 25 312 0
4 sk14 647 166 0
4 sk15 8 477 0
4 sk16 113 567 0
4 sk17 352 284 0
4 sk18 100 71 0
4 sk19 431 416 0
4 sk20 201 270 0
4 sk21 539 551 0
4 sk22 383 313 0
4 sk23 453 34 0
4 sk24 397 555 0
4 sk25 446 252 0
4 sk26 308 290 0
4 sk27 307 165 0
4 sk28 569 373 0
4 sk29 475 62 0
4 sk30 406 13 0
4 sk31 615 193 0
4 sk32 233 560 0
4 sk33 339 585 0
4 sk34 521 56 0
4 sk35 335 232 0
4 sk36 134 177 0
4 sk37 626 541 0
4 sk38 644 384 0
4 sk39 501 225 0
4 sk40 82 357 0
4 sk41 319 50 0
4 sk42 125 36 0
4 sk43 285 449 0
4 sk44 611 579 0
4 sk45 403 560 0
4 sk46 579 103 0
4 sk47 383 344 0
4 sk48 433 233 0
4 sk49 208 389 0
4 sk50 90 305 0
4 sk51 605 272 0
4 sk52 10 312 0
4 sk53 86 511 0
4 sk54 423 289 0
4 sk55 406 15 0
4 sk56 51 538 0
4 sk57 110 445 0
4 sk58 192 507 0
4 sk59 212 562 0
4 sk60 439 560 0
4 sk61 254 39 0
4 sk62 128 245 0
4 sk63 196 515 0
4 sk64 449 440 0
4 sk65 116 470 0
4 sk66 260 642 0
4 sk67 238 504 0
4 sk68 10 505 0
4 sk69 302 513 0
4 sk70 170 365 0
4 sk71 307 543 0
4 sk72 99 418 0
4 sk73 180 311 0
4 sk74 321 255 0
4 sk75 166 637 0
4 sk76 267 495 0
4 sk77 226 172 0
4 sk78 90 567 0
4 sk79 351 601 0
4 sk80 83 113 0
4 sk81 626 512 0
4 sk82 599 208 0
4 sk83 131 614 0
4 sk84 59 39 0
4 sk85 314 534 0
4 sk86 359 47 0
4 sk87 139 25 0
4 sk88 262 608 0
4 sk89 600 227 0
4 sk90 424 78 0
4 sk91 602 361 0
4 sk92 46 536 0
4 sk93 63 287 0
4 sk94 3 75 0
4 sk95 55 175 0
4 sk96 562 513 0
4 sk97 524 525 0
4 sk98 327 552 0
4 sk99 565 387 0
4 sk100 482 192 0
5 sk1 639 529 0
5 sk2 490 9 0
5 sk3 336 436 0
5 sk4 80 645 0
5 sk5 54 229 0
5 sk6 453 397 0
5 sk7 507 306 0
5 sk8 218 560 0
5 sk9 90 376 0
5 sk10 243 465 0
5 sk11 150 466 0
5 sk12 518 42 0
5 sk13 417 350 0
5 sk14 198 447 0
5 sk15 464 579 0
5 sk16 496 123 0
5 sk17 471 530 0
5 sk18 551 322 0
5 sk19 17 531 0
5 sk20 251 114 0
5 sk21 411 2 0
5 sk22 292 77 0
5 sk23 637 596 0
5 sk24 549 114 0
5 sk25 361 419 0
5 sk26 376 319 0
5 sk27 556 375 0
5 sk28 453 343 0
5 sk29 137 302 0
5 sk30 473 131 0
5 sk31 229 80 0
5 sk32 322 219 0
5 sk33 508 230 0
5 sk34 546 111 0
5 sk35 419 521 0
5 sk36 516 450 0
5 sk37 16 39 0
5 sk38 455 34 0
5 sk39 494 132 0
5 sk40 408 524 0
5 sk41 244 467 0
5 sk42 182 289 0
5 sk43 577 389 0
5 sk44 268 408 0
5 sk45 324 282 0
